timestamp,seconds,temperature,label,delay
2004-03-12 09:32:12,1079094732.0,23.0558,0,0
2004-03-12 09:32:29,1079094749.0,23.0362,0,0
2004-03-12 09:33:08,1079094788.0,22.9872,0,0
2004-02-28 01:05:16,1077941116.0,19.8806,0,0
2004-02-28 01:05:46,1077941146.0,19.8512,0,0
2004-02-28 01:06:16,1077941176.0,19.8316,0,0
2004-02-28 01:06:46,1077941206.0,19.812,0,0
2004-02-28 01:07:46,1077941266.0,19.7924,0,0
2004-02-28 01:08:16,1077941296.0,19.7924,0,0
2004-02-28 01:08:46,1077941326.0,19.7826,0,0
2004-02-28 01:10:16,1077941416.0,19.7532,0,0
2004-02-28 01:10:46,1077941446.0,19.762999999999998,0,0
2004-02-28 01:11:46,1077941506.0,19.7434,0,0
2004-02-28 01:12:16,1077941536.0,19.7336,0,0
2004-02-28 01:13:16,1077941596.0,19.7336,0,0
2004-02-28 01:13:46,1077941626.0,19.7238,0,0
2004-02-28 01:14:46,1077941686.0,19.7336,0,0
2004-02-28 01:15:16,1077941716.0,19.714000000000002,0,0
2004-02-28 01:15:46,1077941746.0,19.7336,0,0
2004-02-28 01:16:16,1077941776.0,19.7434,0,0
2004-02-28 01:17:16,1077941836.0,19.714000000000002,0,0
2004-02-28 01:17:46,1077941866.0,19.714000000000002,0,0
2004-02-28 01:18:16,1077941896.0,19.6944,0,0
2004-02-28 01:18:46,1077941926.0,19.6944,0,0
2004-02-28 01:19:16,1077941956.0,19.6944,0,0
2004-02-28 01:19:46,1077941986.0,19.6846,0,0
2004-02-28 01:20:46,1077942046.0,19.665,0,0
2004-02-28 01:21:16,1077942076.0,19.6748,0,0
2004-02-28 01:22:16,1077942136.0,19.6748,0,0
2004-02-28 01:22:46,1077942166.0,19.6748,0,0
2004-02-28 01:23:16,1077942196.0,19.6748,0,0
2004-02-28 01:23:46,1077942226.0,19.6748,0,0
2004-02-28 01:24:16,1077942256.0,19.6552,0,0
2004-02-28 01:24:46,1077942286.0,19.6454,0,0
2004-02-28 01:25:46,1077942346.0,19.6454,0,0
2004-02-28 01:26:16,1077942376.0,19.6356,0,0
2004-02-28 01:26:46,1077942406.0,19.6356,0,0
2004-02-28 01:27:16,1077942436.0,19.6356,0,0
2004-02-28 01:27:45,1077942465.0,19.6356,0,0
2004-02-28 01:28:16,1077942496.0,19.6356,0,0
2004-02-28 01:28:46,1077942526.0,19.6356,0,0
2004-02-28 01:29:16,1077942556.0,19.6356,0,0
2004-02-28 01:29:46,1077942586.0,19.6454,0,0
2004-02-28 01:30:16,1077942616.0,19.6356,0,0
2004-02-28 01:30:46,1077942646.0,19.6454,0,0
2004-02-28 01:31:46,1077942706.0,19.6356,0,0
2004-02-28 01:32:16,1077942736.0,19.6258,0,0
2004-02-28 01:32:45,1077942765.0,19.6356,0,0
2004-02-28 01:33:15,1077942795.0,19.6356,0,0
2004-02-28 01:33:46,1077942826.0,19.6258,0,0
2004-02-28 01:34:16,1077942856.0,19.616,0,0
2004-02-28 01:34:46,1077942886.0,19.6258,0,0
