timestamp,temperature,label,delay
1153672.0,3.4299999999999997,0.0,17.0
1740.0,0.1568000000000005,0.0,25.8
1950.0,0.1372,0.0,34.6
4740.0,0.41159999999999997,0.0,37.2
4711.0,0.4116000000000035,0.0,33.6
2100.0,0.19599999999999795,0.0,30.0
2160.0,0.18619999999999948,0.0,30.0
2040.0,0.18619999999999948,0.0,30.0
1800.0,0.176400000000001,0.0,30.0
1951.0,0.176400000000001,0.0,30.0
1860.0,0.1960000000000015,0.0,30.0
1891.0,0.16660000000000252,0.0,42.0
1920.0,0.1568000000000005,0.0,54.0
2220.0,0.176400000000001,0.0,54.0
2490.0,0.176400000000001,0.0,42.0
2430.0,0.176400000000001,0.0,30.0
2399.0,0.1568000000000005,0.0,30.0
2101.0,0.1274000000000015,0.0,30.0
1890.0,0.15679999999999694,0.0,42.0
1920.0,0.107800000000001,0.0,66.0
1861.0,0.07839999999999847,0.0,90.0
2071.0,0.09799999999999898,0.0,66.0
2310.0,0.2744,0.0,42.0
2251.0,0.352800000000002,0.0,36.0
2250.0,0.23520000000000252,0.0,48.0
2011.0,0.2744,0.0,60.0
1920.0,0.43120000000000047,0.0,48.0
2130.0,0.764400000000002,0.0,36.0
2400.0,0.9996000000000009,0.0,36.0
2371.0,1.1465999999999994,0.0,48.0
2100.0,1.205400000000001,0.0,60.0
1980.0,1.0779999999999994,0.0,48.0
2011.0,1.126999999999999,0.0,36.0
2100.0,0.9701999999999984,0.0,36.0
2160.0,0.7742000000000004,0.0,48.0
1950.0,0.695800000000002,0.0,60.0
1770.0,0.5389999999999979,0.0,48.0
1831.0,0.4704000000000015,0.0,36.0
1739.0,0.4704000000000015,0.0,30.0
2189.0,0.5488,0.0,30.0
2460.0,0.39199999999999946,0.0,30.0
2310.0,0.382200000000001,0.0,30.0
2010.0,0.3626000000000005,0.0,30.0
1949.0,0.34299999999999997,0.0,36.0
2280.0,0.40179999999999794,0.0,48.0
2280.0,0.38219999999999743,0.0,60.0
2400.0,0.3625999999999969,0.0,48.0
2220.0,0.32339999999999947,0.0,36.0
2039.0,0.26459999999999795,0.0,30.0
2490.0,0.34299999999999997,0.0,30.0
2341.0,0.43120000000000047,0.0,30.0
2011.0,0.6467999999999989,0.0,30.0
1919.0,0.627200000000002,0.0,30.0
