temperature,label,delay
19.3024,1.0,126.25163435935974
19.1652,1.0,126.25163435935974
19175.0,1.0,126.25163435935974
19.1456,1.0,126.25163435935974
19.1652,1.0,126.25163435935974
19.1652,1.0,126.25163435935974
19.1456,1.0,126.25163435935974
19.1456,1.0,126.25163435935974
19.1456,1.0,126.25163435935974
19.1358,1.0,126.25163435935974
19.1162,1.0,126.25163435935974
19.1162,1.0,126.25163435935974
19.1064,1.0,126.25163435935974
19.1064,1.0,126.25163435935974
19.0966,1.0,126.25163435935974
19.0966,1.0,126.25163435935974
19.0868,1.0,126.25163435935974
19.0672,1.0,126.25163435935974
19.0672,1.0,126.25163435935974
19.0672,1.0,126.25163435935974
19.0868,1.0,126.25163435935974
19.0182,1.0,126.25163435935974
19.0182,1.0,126.25163435935974
19.0084,1.0,126.25163435935974
19.0084,1.0,126.25163435935974
19.0084,1.0,126.25163435935974
18.9986,1.0,126.25163435935974
19.0084,1.0,126.25163435935974
18.9888,1.0,126.25163435935974
18.9692,1.0,126.25163435935974
18979.0,1.0,126.25163435935974
18979.0,1.0,126.25163435935974
18.9692,1.0,126.25163435935974
18.9888,1.0,126.25163435935974
18979.0,1.0,126.25163435935974
18.9888,0.0,126.25163435935974
18.9692,0.0,126.25163435935974
18.9594,0.0,126.25163435935974
18.9594,0.0,126.25163435935974
18.9692,0.0,126.25163435935974
18.9398,0.0,126.25163435935974
18.93,0.0,126.25163435935974
18.9202,0.0,126.25163435935974
18.9104,0.0,126.25163435935974
18.9006,0.0,126.25163435935974
18.9006,0.0,126.25163435935974
18.9104,0.0,126.25163435935974
18.9006,0.0,126.25163435935974
18.8908,0.0,126.25163435935974
18.9006,0.0,126.25163435935974
18.9104,0.0,126.25163435935974
18.8908,0.0,126.25163435935974
18.8712,0.0,126.25163435935974
18.8222,0.0,126.25163435935974
18.8124,0.0,126.25163435935974
18.8124,0.0,126.25163435935974
18.8026,0.0,126.25163435935974
18.7928,0.0,126.25163435935974
18.7928,0.0,126.25163435935974
18.7732,0.0,126.25163435935974
18.7732,0.0,126.25163435935974
18.7928,0.0,126.25163435935974
18.7732,0.0,126.25163435935974
18.7536,0.0,126.25163435935974
18.7732,0.0,126.25163435935974
18.7634,0.0,126.25163435935974
18.7536,0.0,126.25163435935974
18.7242,0.0,126.25163435935974
18734.0,0.0,126.25163435935974
18.7242,0.0,126.25163435935974
18734.0,0.0,126.25163435935974
18.7242,0.0,126.25163435935974
18.7144,0.0,126.25163435935974
18.6948,0.0,126.25163435935974
18.6948,0.0,126.25163435935974
18685.0,0.0,126.25163435935974
18.6654,0.0,126.25163435935974
18.6556,0.0,126.25163435935974
18.6458,0.0,126.25163435935974
18636.0,0.0,126.25163435935974
18636.0,0.0,126.25163435935974
18636.0,0.0,126.25163435935974
18636.0,0.0,126.25163435935974
18.6164,0.0,126.25163435935974
18.6066,0.0,126.25163435935974
18.5478,0.0,126.25163435935974
18.5184,0.0,126.25163435935974
18.5086,0.0,126.25163435935974
18.4988,0.0,126.25163435935974
18.4988,0.0,126.25163435935974
18.4988,0.0,126.25163435935974
18.5086,0.0,126.25163435935974
18.5086,0.0,126.25163435935974
18.4694,0.0,126.25163435935974
18.4596,0.0,126.25163435935974
18.44,0.0,126.25163435935974
18.4204,0.0,126.25163435935974
18.4204,0.0,126.25163435935974
18.4106,0.0,126.25163435935974
18.4008,0.0,126.25163435935974
18.4008,0.0,126.25163435935974
18.4008,0.0,126.25163435935974
18.4106,0.0,126.25163435935974
18.4204,0.0,126.25163435935974
18.4106,0.0,126.25163435935974
18.4008,0.0,126.25163435935974
18.4008,0.0,126.25163435935974
18.4008,0.0,126.25163435935974
18.3812,0.0,126.25163435935974
18.3714,0.0,126.25163435935974
18.3812,0.0,126.25163435935974
18.3616,0.0,126.25163435935974
18342.0,0.0,126.25163435935974
18.3322,0.0,126.25163435935974
18.3322,0.0,126.25163435935974
18.3322,0.0,126.25163435935974
18342.0,0.0,126.25163435935974
18.3126,0.0,126.25163435935974
18.3224,0.0,126.25163435935974
18.3028,0.0,126.25163435935974
18.3028,0.0,126.25163435935974
18293.0,0.0,126.25163435935974
18.3028,0.0,126.25163435935974
18293.0,0.0,126.25163435935974
18.2832,0.0,126.25163435935974
18.2636,0.0,126.25163435935974
18.2734,0.0,126.25163435935974
18.2636,0.0,126.25163435935974
18.2636,0.0,126.25163435935974
18244.0,0.0,126.25163435935974
18.2048,0.0,126.25163435935974
18.2048,0.0,126.25163435935974
18.1852,0.0,126.25163435935974
18.2048,0.0,126.25163435935974
18.2048,0.0,126.25163435935974
18.2048,0.0,126.25163435935974
18.1852,0.0,126.25163435935974
18.1558,0.0,126.25163435935974
18.1656,0.0,126.25163435935974
18.1558,0.0,126.25163435935974
18.1558,0.0,126.25163435935974
18.1362,0.0,126.25163435935974
18.1264,0.0,126.25163435935974
18.1068,0.0,126.25163435935974
18097.0,0.0,126.25163435935974
18.0872,0.0,126.25163435935974
18.0872,0.0,126.25163435935974
18.0872,0.0,126.25163435935974
18.0872,0.0,126.25163435935974
18.0774,0.0,126.25163435935974
18.0676,0.0,126.25163435935974
18.0676,0.0,126.25163435935974
18.0676,0.0,126.25163435935974
18.0676,0.0,126.25163435935974
18.0284,0.0,126.25163435935974
18.0382,0.0,126.25163435935974
18.0284,0.0,126.25163435935974
18.0284,0.0,126.25163435935974
18.0186,0.0,126.25163435935974
18.0088,0.0,126.25163435935974
18.0088,0.0,126.25163435935974
17.9794,0.0,126.25163435935974
17.9598,0.0,126.25163435935974
17.9696,0.0,126.25163435935974
17.9598,0.0,126.25163435935974
17.9304,0.0,126.25163435935974
17.9304,0.0,126.25163435935974
17.9402,0.0,126.25163435935974
17.95,0.0,126.25163435935974
17.9402,0.0,126.25163435935974
17.9108,0.0,126.25163435935974
17.8814,0.0,126.25163435935974
17.8814,0.0,126.25163435935974
17.8716,0.0,126.25163435935974
17.8912,0.0,126.25163435935974
17.8814,0.0,126.25163435935974
17.8716,0.0,126.25163435935974
17.8814,0.0,126.25163435935974
17.8912,0.0,126.25163435935974
17.8814,0.0,126.25163435935974
